Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Vap Pres (kPa),qc,Air Temp (C),qc,Rel Hum (%),qc,Dew Point (C),qc,Wind Speed (m/s),qc,Wind Dir (0-360),qc,Soil Temp (C),qc
152,Camarillo,Central Coast Valleys,11/10/2017,1900,314,0.00, ,0.00, ,0, ,1.4, ,14.1, ,87, ,12.0, ,0.8, ,23, ,18.2, 
152,Camarillo,Central Coast Valleys,11/10/2017,2000,314,0.00, ,0.00, ,0, ,1.3, ,13.0, ,90, ,11.4, ,0.8, ,27, ,17.6, 
152,Camarillo,Central Coast Valleys,11/10/2017,2100,314,0.00, ,0.00, ,0, ,1.3, ,12.6, ,91, ,11.1, ,1.3, ,21, ,17.1, 
152,Camarillo,Central Coast Valleys,11/10/2017,2200,314,0.00, ,0.00, ,0, ,1.3, ,12.1, ,90, ,10.5, ,1.2, ,43, ,16.6, 
152,Camarillo,Central Coast Valleys,11/10/2017,2300,314,0.00, ,0.00, ,0, ,1.3, ,11.9, ,91, ,10.3, ,1.3, ,25, ,16.2, 
152,Camarillo,Central Coast Valleys,11/10/2017,2400,314,0.00, ,0.00, ,0, ,1.2, ,11.5, ,92, ,10.2, ,0.9, ,21, ,15.9, 
152,Camarillo,Central Coast Valleys,11/11/2017,0100,315,0.00, ,0.00, ,0, ,1.3, ,11.9, ,90, ,10.3, ,0.9, ,26, ,15.6, 
152,Camarillo,Central Coast Valleys,11/11/2017,0200,315,0.00, ,0.00, ,0, ,1.2, ,11.2, ,92, ,9.9, ,0.9, ,32, ,15.3, 
152,Camarillo,Central Coast Valleys,11/11/2017,0300,315,0.00, ,0.00, ,0, ,1.2, ,10.5, ,93, ,9.5, ,0.8, ,43, ,15.0, 
152,Camarillo,Central Coast Valleys,11/11/2017,0400,315,0.00, ,0.00, ,0, ,1.2, ,10.9, ,92, ,9.7, ,1.1, ,16, ,14.8, 
152,Camarillo,Central Coast Valleys,11/11/2017,0500,315,0.00, ,0.00, ,0, ,1.2, ,10.2, ,94, ,9.2, ,1.1, ,33, ,14.5, 
152,Camarillo,Central Coast Valleys,11/11/2017,0600,315,0.00, ,0.00, ,0, ,1.2, ,10.2, ,94, ,9.2, ,1.4, ,22, ,14.3, 
152,Camarillo,Central Coast Valleys,11/11/2017,0700,315,0.00, ,0.00, ,10, ,1.2, ,10.1, ,93, ,9.1, ,1.5, ,19, ,14.1, 
152,Camarillo,Central Coast Valleys,11/11/2017,0800,315,0.01, ,0.00, ,45, ,1.2, ,11.1, ,90, ,9.4, ,1.6, ,25, ,13.9, 
152,Camarillo,Central Coast Valleys,11/11/2017,0900,315,0.13, ,0.00, ,289, ,1.3, ,14.2, ,80, ,10.9, ,1.8, ,21, ,13.9, 
152,Camarillo,Central Coast Valleys,11/11/2017,1000,315,0.23, ,0.00, ,432, ,1.3, ,18.0, ,65, ,11.3, ,1.0, ,120, ,14.3, 
152,Camarillo,Central Coast Valleys,11/11/2017,1100,315,0.29, ,0.00, ,489, ,1.3, ,19.7, ,57, ,10.8, ,1.2, ,184, ,15.2, 
152,Camarillo,Central Coast Valleys,11/11/2017,1200,315,0.23, ,0.00, ,386, ,1.3, ,20.3, ,53, ,10.3, ,1.4, ,207, ,16.3, 
152,Camarillo,Central Coast Valleys,11/11/2017,1300,315,0.23, ,0.00, ,364, ,1.4, ,20.2, ,60, ,12.2, ,2.6, ,222, ,17.1, 
152,Camarillo,Central Coast Valleys,11/11/2017,1400,315,0.29, ,0.00, ,470, ,1.6, ,19.3, ,69, ,13.5, ,3.2, ,199, ,17.7, 
152,Camarillo,Central Coast Valleys,11/11/2017,1500,315,0.20, ,0.00, ,343, ,1.5, ,19.0, ,70, ,13.3, ,3.0, ,193, ,18.2, 
152,Camarillo,Central Coast Valleys,11/11/2017,1600,315,0.08, ,0.00, ,133, ,1.5, ,18.3, ,71, ,12.9, ,2.6, ,193, ,18.5, 
152,Camarillo,Central Coast Valleys,11/11/2017,1700,315,0.02, ,0.00, ,21, ,1.5, ,17.2, ,78, ,13.2, ,1.7, ,199, ,18.3, 
152,Camarillo,Central Coast Valleys,11/11/2017,1800,315,0.00, ,0.00, ,0, ,1.5, ,15.5, ,83, ,12.6, ,0.7, ,278, ,17.8, 
152,Camarillo,Central Coast Valleys,11/11/2017,1900,315,0.00, ,0.00, ,0, ,1.4, ,13.7, ,91, ,12.2, ,0.8, ,28, ,17.3, 
152,Camarillo,Central Coast Valleys,11/11/2017,2000,315,0.00, ,0.00, ,0, ,1.4, ,13.1, ,90, ,11.5, ,0.8, ,22, ,16.8, 
152,Camarillo,Central Coast Valleys,11/11/2017,2100,315,0.00, ,0.00, ,0, ,1.3, ,12.2, ,92, ,11.0, ,0.7, ,22, ,16.3, 
152,Camarillo,Central Coast Valleys,11/11/2017,2200,315,0.00, ,0.00, ,0, ,1.3, ,12.0, ,91, ,10.6, ,1.5, ,21, ,15.9, 
152,Camarillo,Central Coast Valleys,11/11/2017,2300,315,0.00, ,0.00, ,0, ,1.3, ,12.1, ,90, ,10.4, ,1.5, ,19, ,15.5, 
152,Camarillo,Central Coast Valleys,11/11/2017,2400,315,0.00, ,0.00, ,0, ,1.3, ,11.4, ,94, ,10.4, ,1.3, ,22, ,15.2, 
152,Camarillo,Central Coast Valleys,11/12/2017,0100,316,0.00, ,0.00, ,0, ,1.2, ,11.1, ,94, ,10.1, ,1.4, ,29, ,14.9, 
152,Camarillo,Central Coast Valleys,11/12/2017,0200,316,0.00, ,0.00, ,0, ,1.2, ,10.4, ,96, ,9.8, ,0.6, ,65, ,14.7, 
152,Camarillo,Central Coast Valleys,11/12/2017,0300,316,0.00, ,0.00, ,0, ,1.2, ,9.3, ,98, ,9.1, ,0.5, ,128, ,14.5, 
152,Camarillo,Central Coast Valleys,11/12/2017,0400,316,0.00, ,0.00, ,0, ,1.1, ,9.0, ,99, ,8.8, ,0.7, ,24, ,14.2, 
152,Camarillo,Central Coast Valleys,11/12/2017,0500,316,0.00, ,0.00, ,0, ,1.1, ,8.7, ,99, ,8.5, ,0.5, ,57, ,14.0, 
152,Camarillo,Central Coast Valleys,11/12/2017,0600,316,0.00, ,0.00, ,0, ,1.1, ,8.9, ,98, ,8.6, ,1.0, ,27, ,13.8, 
152,Camarillo,Central Coast Valleys,11/12/2017,0700,316,0.00, ,0.00, ,10, ,1.1, ,9.3, ,96, ,8.7, ,1.3, ,28, ,13.6, 
152,Camarillo,Central Coast Valleys,11/12/2017,0800,316,0.01, ,0.00, ,70, ,1.2, ,10.4, ,94, ,9.5, ,2.0, ,21, ,13.4, 
152,Camarillo,Central Coast Valleys,11/12/2017,0900,316,0.04, ,0.00, ,140, ,1.3, ,12.3, ,92, ,11.0, ,1.3, ,36, ,13.5, 
152,Camarillo,Central Coast Valleys,11/12/2017,1000,316,0.07, ,0.00, ,184, ,1.4, ,14.8, ,82, ,11.8, ,1.6, ,14, ,13.8, 
152,Camarillo,Central Coast Valleys,11/12/2017,1100,316,0.13, ,0.00, ,271, ,1.4, ,17.7, ,69, ,12.0, ,1.2, ,339, ,14.3, 
152,Camarillo,Central Coast Valleys,11/12/2017,1200,316,0.22, ,0.00, ,379, ,1.4, ,19.2, ,63, ,12.1, ,1.8, ,188, ,14.9, 
152,Camarillo,Central Coast Valleys,11/12/2017,1300,316,0.16, ,0.00, ,283, ,1.4, ,19.2, ,64, ,12.4, ,2.0, ,188, ,15.7, 
152,Camarillo,Central Coast Valleys,11/12/2017,1400,316,0.11, ,0.00, ,210, ,1.5, ,18.9, ,67, ,12.6, ,2.2, ,202, ,16.3, 
152,Camarillo,Central Coast Valleys,11/12/2017,1500,316,0.09, ,0.00, ,173, ,1.4, ,17.9, ,69, ,12.2, ,2.2, ,213, ,16.6, 
152,Camarillo,Central Coast Valleys,11/12/2017,1600,316,0.04, ,0.00, ,100, ,1.5, ,17.3, ,75, ,12.9, ,1.7, ,196, ,16.7, 
152,Camarillo,Central Coast Valleys,11/12/2017,1700,316,0.02, ,0.00, ,21, ,1.6, ,16.8, ,82, ,13.6, ,1.3, ,195, ,16.7, 
152,Camarillo,Central Coast Valleys,11/12/2017,1800,316,0.00, ,0.00, ,0, ,1.5, ,15.6, ,85, ,13.2, ,0.7, ,230, ,16.5, 
152,Camarillo,Central Coast Valleys,11/12/2017,1900,316,0.00, ,0.00, ,0, ,1.5, ,14.2, ,91, ,12.7, ,0.5, ,23, ,16.2, 
152,Camarillo,Central Coast Valleys,11/12/2017,2000,316,0.00, ,0.00, ,0, ,1.4, ,13.7, ,92, ,12.5, ,0.9, ,20, ,15.9, 
152,Camarillo,Central Coast Valleys,11/12/2017,2100,316,0.00, ,0.00, ,0, ,1.4, ,12.8, ,93, ,11.7, ,0.9, ,23, ,15.6, 
152,Camarillo,Central Coast Valleys,11/12/2017,2200,316,0.00, ,0.00, ,0, ,1.3, ,11.8, ,94, ,11.0, ,0.9, ,28, ,15.3, 
152,Camarillo,Central Coast Valleys,11/12/2017,2300,316,0.00, ,0.00, ,0, ,1.3, ,11.5, ,93, ,10.4, ,0.9, ,20, ,14.9, 
152,Camarillo,Central Coast Valleys,11/12/2017,2400,316,0.00, ,0.00, ,0, ,1.2, ,10.8, ,95, ,10.0, ,1.2, ,18, ,14.6, 
152,Camarillo,Central Coast Valleys,11/13/2017,0100,317,0.00, ,0.00, ,0, ,1.2, ,9.5, ,97, ,9.1, ,0.6, ,36, ,14.3, 
152,Camarillo,Central Coast Valleys,11/13/2017,0200,317,0.00, ,0.00, ,0, ,1.1, ,9.1, ,97, ,8.7, ,0.9, ,25, ,14.0, 
152,Camarillo,Central Coast Valleys,11/13/2017,0300,317,0.00, ,0.00, ,0, ,1.1, ,8.8, ,97, ,8.3, ,1.0, ,24, ,13.7, 
152,Camarillo,Central Coast Valleys,11/13/2017,0400,317,0.00, ,0.00, ,0, ,1.1, ,8.7, ,96, ,8.1, ,1.1, ,26, ,13.5, 
152,Camarillo,Central Coast Valleys,11/13/2017,0500,317,0.00, ,0.00, ,0, ,1.0, ,8.0, ,97, ,7.6, ,0.7, ,18, ,13.2, 
152,Camarillo,Central Coast Valleys,11/13/2017,0600,317,0.00, ,0.00, ,0, ,1.0, ,7.8, ,98, ,7.4, ,0.7, ,21, ,12.9, 
152,Camarillo,Central Coast Valleys,11/13/2017,0700,317,0.00, ,0.00, ,13, ,1.0, ,8.2, ,96, ,7.6, ,1.4, ,26, ,12.7, 
152,Camarillo,Central Coast Valleys,11/13/2017,0800,317,0.02, ,0.00, ,94, ,1.1, ,9.7, ,93, ,8.6, ,1.6, ,25, ,12.6, 
152,Camarillo,Central Coast Valleys,11/13/2017,0900,317,0.09, ,0.00, ,239, ,1.2, ,12.0, ,89, ,10.2, ,1.0, ,41, ,12.6, 
152,Camarillo,Central Coast Valleys,11/13/2017,1000,317,0.21, ,0.00, ,422, ,1.3, ,16.2, ,72, ,11.1, ,0.9, ,157, ,13.1, 
152,Camarillo,Central Coast Valleys,11/13/2017,1100,317,0.32, ,0.00, ,529, ,1.3, ,18.6, ,60, ,10.6, ,2.1, ,189, ,14.0, 
152,Camarillo,Central Coast Valleys,11/13/2017,1200,317,0.35, ,0.00, ,544, ,1.2, ,20.2, ,51, ,9.7, ,2.0, ,217, ,15.1, 
152,Camarillo,Central Coast Valleys,11/13/2017,1300,317,0.35, ,0.00, ,508, ,1.2, ,21.2, ,46, ,9.1, ,2.4, ,193, ,16.3, 
152,Camarillo,Central Coast Valleys,11/13/2017,1400,317,0.27, ,0.00, ,409, ,1.4, ,21.1, ,56, ,12.0, ,2.7, ,190, ,17.1, 
152,Camarillo,Central Coast Valleys,11/13/2017,1500,317,0.20, ,0.00, ,298, ,1.3, ,20.8, ,52, ,10.6, ,2.4, ,196, ,17.6, 
152,Camarillo,Central Coast Valleys,11/13/2017,1600,317,0.08, ,0.00, ,116, ,1.2, ,19.5, ,55, ,10.2, ,2.1, ,203, ,17.9, 
152,Camarillo,Central Coast Valleys,11/13/2017,1700,317,0.03, ,0.00, ,23, ,1.4, ,17.5, ,69, ,11.6, ,1.2, ,223, ,17.6, 
152,Camarillo,Central Coast Valleys,11/13/2017,1800,317,0.00, ,0.00, ,0, ,1.4, ,15.1, ,79, ,11.4, ,0.6, ,16, ,17.2, 
152,Camarillo,Central Coast Valleys,11/13/2017,1900,317,0.00, ,0.00, ,0, ,1.3, ,13.2, ,85, ,10.7, ,0.8, ,37, ,16.6, 
152,Camarillo,Central Coast Valleys,11/13/2017,2000,317,0.00, ,0.00, ,0, ,1.2, ,13.0, ,81, ,9.8, ,1.0, ,18, ,16.1, 
152,Camarillo,Central Coast Valleys,11/13/2017,2100,317,0.00, ,0.00, ,0, ,1.2, ,11.3, ,87, ,9.2, ,0.7, ,29, ,15.6, 
152,Camarillo,Central Coast Valleys,11/13/2017,2200,317,0.00, ,0.00, ,0, ,1.1, ,9.9, ,90, ,8.4, ,0.5, ,34, ,15.2, 
152,Camarillo,Central Coast Valleys,11/13/2017,2300,317,0.00, ,0.00, ,0, ,1.1, ,9.2, ,92, ,7.9, ,0.6, ,33, ,14.7, 
152,Camarillo,Central Coast Valleys,11/13/2017,2400,317,0.00, ,0.00, ,0, ,1.0, ,9.5, ,87, ,7.4, ,0.9, ,27, ,14.3, 
152,Camarillo,Central Coast Valleys,11/14/2017,0100,318,0.00, ,0.00, ,0, ,1.0, ,9.8, ,83, ,7.0, ,0.8, ,37, ,14.0, 
152,Camarillo,Central Coast Valleys,11/14/2017,0200,318,0.00, ,0.00, ,0, ,1.0, ,8.2, ,90, ,6.6, ,0.5, ,18, ,13.7, 
152,Camarillo,Central Coast Valleys,11/14/2017,0300,318,0.00, ,0.00, ,0, ,1.0, ,8.8, ,86, ,6.6, ,0.7, ,33, ,13.5, 
152,Camarillo,Central Coast Valleys,11/14/2017,0400,318,0.00, ,0.00, ,0, ,1.0, ,9.1, ,86, ,6.8, ,0.9, ,30, ,13.2, 
152,Camarillo,Central Coast Valleys,11/14/2017,0500,318,0.00, ,0.00, ,0, ,1.0, ,9.2, ,85, ,6.8, ,0.7, ,33, ,13.0, 
152,Camarillo,Central Coast Valleys,11/14/2017,0600,318,0.00, ,0.00, ,0, ,1.0, ,8.4, ,88, ,6.5, ,0.7, ,6, ,12.9, 
152,Camarillo,Central Coast Valleys,11/14/2017,0700,318,0.00, ,0.00, ,7, ,1.0, ,7.9, ,89, ,6.3, ,0.7, ,31, ,12.7, 
152,Camarillo,Central Coast Valleys,11/14/2017,0800,318,0.01, ,0.00, ,33, ,1.0, ,10.2, ,81, ,7.1, ,1.3, ,32, ,12.5, 
152,Camarillo,Central Coast Valleys,11/14/2017,0900,318,0.14, ,0.00, ,287, ,1.1, ,14.8, ,65, ,8.3, ,1.6, ,30, ,12.5, 
152,Camarillo,Central Coast Valleys,11/14/2017,1000,318,0.25, ,0.00, ,435, ,1.2, ,19.5, ,51, ,9.2, ,0.9, ,117, ,12.9, 
152,Camarillo,Central Coast Valleys,11/14/2017,1100,318,0.33, ,0.00, ,518, ,1.2, ,21.6, ,47, ,9.7, ,1.4, ,187, ,14.0, 
152,Camarillo,Central Coast Valleys,11/14/2017,1200,318,0.39, ,0.00, ,560, ,1.3, ,22.3, ,46, ,10.3, ,2.7, ,193, ,15.3, 
152,Camarillo,Central Coast Valleys,11/14/2017,1300,318,0.37, ,0.00, ,536, ,1.4, ,21.8, ,53, ,11.9, ,3.0, ,199, ,16.4, 
152,Camarillo,Central Coast Valleys,11/14/2017,1400,318,0.31, ,0.00, ,465, ,1.3, ,22.0, ,49, ,10.8, ,2.3, ,200, ,17.3, 
152,Camarillo,Central Coast Valleys,11/14/2017,1500,318,0.23, ,0.00, ,344, ,1.3, ,22.5, ,47, ,10.5, ,2.3, ,203, ,18.0, 
152,Camarillo,Central Coast Valleys,11/14/2017,1600,318,0.08, ,0.00, ,116, ,1.4, ,20.5, ,57, ,11.7, ,2.2, ,218, ,18.3, 
152,Camarillo,Central Coast Valleys,11/14/2017,1700,318,0.03, ,0.00, ,16, ,1.4, ,18.5, ,64, ,11.6, ,1.1, ,227, ,18.1, 
152,Camarillo,Central Coast Valleys,11/14/2017,1800,318,0.00, ,0.00, ,0, ,1.4, ,15.9, ,75, ,11.5, ,0.6, ,12, ,17.6, 
152,Camarillo,Central Coast Valleys,11/14/2017,1900,318,0.00, ,0.00, ,0, ,1.3, ,14.1, ,82, ,11.0, ,0.6, ,39, ,17.0, 
152,Camarillo,Central Coast Valleys,11/14/2017,2000,318,0.00, ,0.00, ,0, ,1.3, ,12.8, ,86, ,10.5, ,0.6, ,25, ,16.4, 
152,Camarillo,Central Coast Valleys,11/14/2017,2100,318,0.00, ,0.00, ,0, ,1.2, ,12.9, ,81, ,9.7, ,1.5, ,19, ,15.9, 
152,Camarillo,Central Coast Valleys,11/14/2017,2200,318,0.02, ,0.00, ,0, ,1.1, ,13.9, ,71, ,8.8, ,1.7, ,17, ,15.5, 
152,Camarillo,Central Coast Valleys,11/14/2017,2300,318,0.00, ,0.00, ,0, ,1.2, ,12.8, ,79, ,9.2, ,0.8, ,177, ,15.1, 
152,Camarillo,Central Coast Valleys,11/14/2017,2400,318,0.00, ,0.00, ,0, ,1.2, ,11.4, ,89, ,9.6, ,0.7, ,24, ,14.8, 
152,Camarillo,Central Coast Valleys,11/15/2017,0100,319,0.00, ,0.00, ,0, ,1.1, ,11.6, ,83, ,8.9, ,1.3, ,15, ,14.6, 
152,Camarillo,Central Coast Valleys,11/15/2017,0200,319,0.00, ,0.00, ,0, ,1.1, ,11.2, ,81, ,8.1, ,1.3, ,28, ,14.3, 
152,Camarillo,Central Coast Valleys,11/15/2017,0300,319,0.01, ,0.00, ,0, ,1.1, ,11.6, ,77, ,7.8, ,1.5, ,21, ,14.0, 
152,Camarillo,Central Coast Valleys,11/15/2017,0400,319,0.01, ,0.00, ,0, ,1.0, ,12.2, ,73, ,7.6, ,1.6, ,21, ,13.8, 
152,Camarillo,Central Coast Valleys,11/15/2017,0500,319,0.02, ,0.00, ,0, ,1.0, ,12.5, ,70, ,7.2, ,1.6, ,28, ,13.7, 
152,Camarillo,Central Coast Valleys,11/15/2017,0600,319,0.00, ,0.00, ,0, ,1.0, ,10.9, ,79, ,7.4, ,0.7, ,347, ,13.5, 
152,Camarillo,Central Coast Valleys,11/15/2017,0700,319,0.00, ,0.00, ,8, ,1.1, ,10.3, ,84, ,7.7, ,1.0, ,23, ,13.4, 
152,Camarillo,Central Coast Valleys,11/15/2017,0800,319,0.03, ,0.00, ,68, ,1.1, ,12.4, ,73, ,7.7, ,1.5, ,18, ,13.3, 
152,Camarillo,Central Coast Valleys,11/15/2017,0900,319,0.09, ,0.00, ,166, ,1.1, ,15.6, ,62, ,8.4, ,1.8, ,20, ,13.3, 
152,Camarillo,Central Coast Valleys,11/15/2017,1000,319,0.16, ,0.00, ,273, ,1.1, ,18.6, ,53, ,8.9, ,1.8, ,16, ,13.7, 
152,Camarillo,Central Coast Valleys,11/15/2017,1100,319,0.14, ,0.00, ,238, ,1.2, ,21.2, ,46, ,9.1, ,1.4, ,193, ,14.2, 
152,Camarillo,Central Coast Valleys,11/15/2017,1200,319,0.28, ,0.00, ,424, ,1.3, ,21.2, ,51, ,10.6, ,1.9, ,233, ,14.9, 
152,Camarillo,Central Coast Valleys,11/15/2017,1300,319,0.35, ,0.00, ,522, ,1.3, ,21.9, ,50, ,11.0, ,2.3, ,217, ,15.8, 
152,Camarillo,Central Coast Valleys,11/15/2017,1400,319,0.29, ,0.00, ,427, ,1.3, ,22.5, ,47, ,10.7, ,2.1, ,211, ,16.9, 
152,Camarillo,Central Coast Valleys,11/15/2017,1500,319,0.23, ,0.00, ,329, ,1.2, ,22.5, ,43, ,9.3, ,2.2, ,205, ,17.7, 
152,Camarillo,Central Coast Valleys,11/15/2017,1600,319,0.09, ,0.00, ,115, ,1.2, ,21.1, ,48, ,9.8, ,2.1, ,215, ,18.1, 
152,Camarillo,Central Coast Valleys,11/15/2017,1700,319,0.04, ,0.00, ,12, ,1.3, ,18.9, ,60, ,11.0, ,1.3, ,213, ,17.9, 
152,Camarillo,Central Coast Valleys,11/15/2017,1800,319,0.01, ,0.00, ,0, ,1.5, ,17.2, ,75, ,12.9, ,1.2, ,187, ,17.5, 
152,Camarillo,Central Coast Valleys,11/15/2017,1900,319,0.00, ,0.00, ,0, ,1.6, ,16.5, ,86, ,14.1, ,0.6, ,350, ,17.0, 
152,Camarillo,Central Coast Valleys,11/15/2017,2000,319,0.00, ,0.00, ,0, ,1.6, ,16.0, ,86, ,13.7, ,1.4, ,14, ,16.7, 
152,Camarillo,Central Coast Valleys,11/15/2017,2100,319,0.01, ,0.00, ,0, ,1.4, ,16.1, ,78, ,12.2, ,1.5, ,28, ,16.4, 
152,Camarillo,Central Coast Valleys,11/15/2017,2200,319,0.00, ,0.00, ,0, ,1.4, ,14.8, ,81, ,11.6, ,0.6, ,24, ,16.1, 
152,Camarillo,Central Coast Valleys,11/15/2017,2300,319,0.00, ,0.00, ,0, ,1.3, ,13.3, ,88, ,11.3, ,0.6, ,32, ,15.8, 
152,Camarillo,Central Coast Valleys,11/15/2017,2400,319,0.00, ,0.00, ,0, ,1.3, ,13.5, ,84, ,10.9, ,0.8, ,34, ,15.5, 
152,Camarillo,Central Coast Valleys,11/16/2017,0100,320,0.01, ,0.00, ,0, ,1.2, ,14.2, ,73, ,9.4, ,0.8, ,38, ,15.3, 
152,Camarillo,Central Coast Valleys,11/16/2017,0200,320,0.01, ,0.00, ,0, ,1.1, ,13.7, ,72, ,8.8, ,0.7, ,22, ,15.2, 
152,Camarillo,Central Coast Valleys,11/16/2017,0300,320,0.01, ,0.00, ,0, ,1.1, ,13.0, ,73, ,8.3, ,0.9, ,24, ,15.0, 
152,Camarillo,Central Coast Valleys,11/16/2017,0400,320,0.01, ,0.00, ,0, ,1.1, ,12.9, ,75, ,8.5, ,0.8, ,295, ,14.7, 
152,Camarillo,Central Coast Valleys,11/16/2017,0500,320,0.00, ,0.00, ,0, ,1.1, ,11.8, ,80, ,8.6, ,0.5, ,360, ,14.6, 
152,Camarillo,Central Coast Valleys,11/16/2017,0600,320,0.00, ,0.00, ,0, ,1.1, ,11.7, ,83, ,8.9, ,0.8, ,13, ,14.4, 
152,Camarillo,Central Coast Valleys,11/16/2017,0700,320,0.02, ,0.00, ,4, ,1.1, ,12.5, ,74, ,8.1, ,1.3, ,26, ,14.2, 
152,Camarillo,Central Coast Valleys,11/16/2017,0800,320,0.04, ,0.00, ,48, ,1.1, ,14.3, ,66, ,8.1, ,1.4, ,18, ,14.1, 
152,Camarillo,Central Coast Valleys,11/16/2017,0900,320,0.06, ,0.00, ,142, ,1.2, ,16.8, ,60, ,9.1, ,0.8, ,54, ,14.2, 
152,Camarillo,Central Coast Valleys,11/16/2017,1000,320,0.11, ,0.00, ,226, ,1.2, ,18.8, ,56, ,9.8, ,0.6, ,63, ,14.5, 
152,Camarillo,Central Coast Valleys,11/16/2017,1100,320,0.20, ,0.00, ,333, ,1.2, ,20.7, ,49, ,9.8, ,1.4, ,210, ,15.0, 
152,Camarillo,Central Coast Valleys,11/16/2017,1200,320,0.19, ,0.00, ,307, ,1.1, ,21.5, ,45, ,9.0, ,1.7, ,212, ,15.6, 
152,Camarillo,Central Coast Valleys,11/16/2017,1300,320,0.27, ,0.00, ,406, ,1.2, ,22.3, ,46, ,10.1, ,1.8, ,214, ,16.3, 
152,Camarillo,Central Coast Valleys,11/16/2017,1400,320,0.16, ,0.00, ,231, ,1.4, ,22.0, ,51, ,11.5, ,2.5, ,194, ,16.9, 
152,Camarillo,Central Coast Valleys,11/16/2017,1500,320,0.07, ,0.00, ,117, ,1.4, ,20.9, ,56, ,11.8, ,2.2, ,203, ,17.3, 
152,Camarillo,Central Coast Valleys,11/16/2017,1600,320,0.06, ,0.00, ,63, ,1.4, ,19.6, ,62, ,12.1, ,2.0, ,207, ,17.4, 
152,Camarillo,Central Coast Valleys,11/16/2017,1700,320,0.04, ,0.00, ,13, ,1.4, ,18.1, ,68, ,12.0, ,1.9, ,198, ,17.3, 
152,Camarillo,Central Coast Valleys,11/16/2017,1800,320,0.00, ,0.00, ,0, ,1.6, ,16.3, ,86, ,13.8, ,1.1, ,20, ,17.1, 
152,Camarillo,Central Coast Valleys,11/16/2017,1900,320,0.00, ,0.00, ,0, ,1.6, ,16.0, ,86, ,13.7, ,1.9, ,14, ,16.8, 
152,Camarillo,Central Coast Valleys,11/16/2017,2000,320,0.00, ,0.00, ,0, ,1.5, ,15.9, ,85, ,13.3, ,0.6, ,3, ,16.6, 
152,Camarillo,Central Coast Valleys,11/16/2017,2100,320,0.00, ,0.00, ,0, ,1.6, ,15.4, ,90, ,13.8, ,0.6, ,124, ,16.3, 
152,Camarillo,Central Coast Valleys,11/16/2017,2200,320,0.00, ,0.00, ,0, ,1.6, ,15.2, ,93, ,13.9, ,0.5, ,15, ,16.2, 
152,Camarillo,Central Coast Valleys,11/16/2017,2300,320,0.00, ,0.00, ,0, ,1.6, ,14.6, ,95, ,13.8, ,0.9, ,19, ,16.0, 
152,Camarillo,Central Coast Valleys,11/16/2017,2400,320,0.00, ,0.00, ,0, ,1.6, ,14.8, ,92, ,13.6, ,0.7, ,25, ,15.8, 
152,Camarillo,Central Coast Valleys,11/17/2017,0100,321,0.00, ,0.00, ,0, ,1.5, ,14.4, ,94, ,13.4, ,0.5, ,15, ,15.7, 
152,Camarillo,Central Coast Valleys,11/17/2017,0200,321,0.00, ,0.00, ,0, ,1.5, ,14.3, ,95, ,13.5, ,0.7, ,49, ,15.6, 
152,Camarillo,Central Coast Valleys,11/17/2017,0300,321,0.00, ,0.00, ,0, ,1.5, ,14.2, ,95, ,13.3, ,0.6, ,36, ,15.5, 
152,Camarillo,Central Coast Valleys,11/17/2017,0400,321,0.00, ,0.00, ,0, ,1.5, ,14.1, ,95, ,13.3, ,0.6, ,359, ,15.4, 
152,Camarillo,Central Coast Valleys,11/17/2017,0500,321,0.00, ,0.00, ,0, ,1.5, ,14.3, ,95, ,13.5, ,0.6, ,27, ,15.3, 
152,Camarillo,Central Coast Valleys,11/17/2017,0600,321,0.00, ,0.00, ,0, ,1.7, ,15.4, ,94, ,14.5, ,0.7, ,102, ,15.3, 
152,Camarillo,Central Coast Valleys,11/17/2017,0700,321,0.00, ,0.00, ,2, ,1.7, ,15.4, ,95, ,14.6, ,0.7, ,8, ,15.3, 
152,Camarillo,Central Coast Valleys,11/17/2017,0800,321,0.00, ,0.00, ,18, ,1.7, ,15.6, ,95, ,14.7, ,0.6, ,19, ,15.3, 
152,Camarillo,Central Coast Valleys,11/17/2017,0900,321,0.06, ,0.00, ,167, ,1.8, ,16.9, ,92, ,15.7, ,0.8, ,51, ,15.4, 
152,Camarillo,Central Coast Valleys,11/17/2017,1000,321,0.19, ,0.00, ,374, ,1.8, ,18.9, ,82, ,15.7, ,1.3, ,212, ,15.7, 
152,Camarillo,Central Coast Valleys,11/17/2017,1100,321,0.28, ,0.00, ,477, ,1.8, ,19.9, ,76, ,15.6, ,2.0, ,199, ,16.4, 
152,Camarillo,Central Coast Valleys,11/17/2017,1200,321,0.28, ,0.00, ,477, ,1.8, ,20.0, ,77, ,15.8, ,2.4, ,191, ,17.3, 
152,Camarillo,Central Coast Valleys,11/17/2017,1300,321,0.30, ,0.00, ,483, ,1.8, ,20.5, ,73, ,15.5, ,3.0, ,190, ,18.0, 
152,Camarillo,Central Coast Valleys,11/17/2017,1400,321,0.24, ,0.00, ,386, ,1.7, ,20.3, ,72, ,15.1, ,3.1, ,195, ,18.7, 
