date,block,tunnel,trt,cane,n_lesions,lesion_length_1,lesion_length_2,lesion_length_3,lesion_length_4,lesion_length_5,status,notes
2018-03-13,3,3-row,twine,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,3,3-row,twine,5,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,3-row,twine,6,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,3-row,twine,6,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,twine,6,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,3-row,twine,7,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,3-row,twine,7,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,twine,7,1,19.25,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,3,3-row,twine,8,1,8.25,no lesion,no lesion,no lesion,no lesion,above twine,between 1st and 2nd twine
2018-03-13,3,3-row,twine,8,1,9,no lesion,no lesion,no lesion,no lesion,above twine,between twine 1 and 2 and 2 buds are sporulating
2018-04-11,3,3-row,twine,8,1,10.5,no lesion,no lesion,no lesion,no lesion,above twine,
2018-02-13,3,3-row,twine,9,1,1.5,no lesion,no lesion,no lesion,no lesion,above twine,"between 2nd and 3rd twine, sporulating"
2018-03-13,3,3-row,twine,9,1,1.625,no lesion,no lesion,no lesion,no lesion,above twine,between twine 2 and 3 and bud is sporulating
2018-04-11,3,3-row,twine,9,1,1.625,no lesion,no lesion,no lesion,no lesion,above twine,
2018-02-13,3,3-row,twine,10,1,0.625,no lesion,no lesion,no lesion,no lesion,above twine,between 2nd and 3rd twine
2018-03-13,3,3-row,twine,10,1,0.875,no lesion,no lesion,no lesion,no lesion,above twine,between twine 2 and 3 and sporulating where petiole is broken
2018-04-11,3,3-row,twine,10,1,1.5,no lesion,no lesion,no lesion,no lesion,above twine,
2018-02-13,4,3-row,twine,1,1,0.25,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,3-row,twine,1,1,0.25,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,3-row,twine,1,1,0.25,no lesion,no lesion,no lesion,no lesion,,data missing on sheet; added value from last date manually during analysis
2018-02-13,4,3-row,twine,2,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,3-row,twine,2,1,1.625,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,3-row,twine,2,1,1.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,3-row,twine,3,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,3-row,twine,3,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,3-row,twine,3,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,3-row,twine,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,3-row,twine,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,4,3-row,twine,4,1,1.625,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,3-row,twine,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,3-row,twine,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,4,3-row,twine,5,1,2.25,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,3-row,twine,6,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,3-row,twine,6,1,1,no lesion,no lesion,no lesion,no lesion,,sporulating at the bud
2018-04-11,4,3-row,twine,6,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,3-row,twine,7,3,5.625,1.0625,merged,no lesion,no lesion,n_lesions revised to previous,
2018-03-13,4,3-row,twine,7,3,6,2,1,no lesion,no lesion,,
2018-04-11,4,3-row,twine,7,3,8.25,2.125,1.125,no lesion,no lesion,merged with ground lesion,The longest lesion merged with the ground
2018-02-13,4,3-row,twine,8,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,3-row,twine,8,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,3-row,twine,8,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,3-row,twine,9,1,1.25,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,3-row,twine,9,1,1.125,no lesion,no lesion,no lesion,no lesion,,sporulating at the petiole
2018-04-11,4,3-row,twine,9,1,5.875,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,3-row,twine,10,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,3-row,twine,10,1,0.375,no lesion,no lesion,no lesion,no lesion,,sporulating at the petiole
2018-04-11,4,3-row,twine,10,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,twine,1,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,twine,1,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,twine,1,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,twine,2,3,4.25,4,1.75,no lesion,no lesion,,
2018-03-13,5,3-row,twine,2,3,4.5,4,2,no lesion,no lesion,,
2018-04-11,5,3-row,twine,2,3,22,merged,merged,no lesion,no lesion,merged with ground lesion n_lesions revised to prev,all 3 previous lesions merged and merged with the ground lesion
2018-02-13,5,3-row,twine,3,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,twine,3,1,1.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,twine,3,1,4.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,twine,4,1,1.125,lesion later,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,twine,4,1,1.75,lesion later,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,twine,4,2,3.25,0.5,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,twine,5,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,twine,5,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,twine,5,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,twine,6,1,0.5,lesion later,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,twine,6,1,0.5,lesion later,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,twine,6,2,0.625,0.75,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,twine,7,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,twine,7,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,twine,7,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,twine,8,1,5.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,twine,8,1,5.25,no lesion,no lesion,no lesion,no lesion,,one bud sporulating
2018-04-11,5,3-row,twine,8,1,5.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,twine,9,3,1.25,0.625,4,no lesion,no lesion,,
2018-03-13,5,3-row,twine,9,3,1.25,0.875,4.125,no lesion,no lesion,,
2018-04-11,5,3-row,twine,9,3,1.5,0.875,4.5,no lesion,no lesion,,
2018-02-13,5,3-row,twine,10,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,twine,10,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,twine,10,1,1.5,no lesion,no lesion,no lesion,no lesion,,
